Symbol,Name,ISIN,Exchange,Series,yfinance_symbol
ASHIMASYN,ASHIMA LTD,INE440A01010,NSE,BE,ASHIMASYN.NS
ASHOKA,ASHOKA BUILDCON LTD,INE442H01029,NSE,BE,ASHOKA.NS
ASHOKALCO,ASHOK ALCO-CHEM LTD,INE010401011,NSE,EQ,ASHOKALCO.NS
ASHOKAMET,ASHOKA METCAST LIMITED,INE760Y01011,NSE,BE,ASHOKAMET.NS
ASHOKLEY,ASHOK LEYLAND -DEP SETT,INE208A01029,NSE,BE,ASHOKLEY.NS
ASHOKORG,ASHOK ORGANIC INDUS. LTD.,INE010901010,NSE,EQ,ASHOKORG.NS
ASIAN-RE1,ASIAN GRANITO INDIA LIMIT,INE022I20027,NSE,BE,ASIAN-RE1.NS
ASIANALLOY,ASIAN ALLOYS LTD,INE011301012,NSE,EQ,ASIANALLOY.NS
ASIANCONSO,ASIAN CONSOLIDATED INDUST,INE011901019,NSE,EQ,ASIANCONSO.NS
ASIANENE,ASIAN ENERGY SERVICES LTD,INE276G01015,NSE,BE,ASIANENE.NS
ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,INE363A01022,NSE,BE,ASIANHOTNR.NS
ASIANPAINT,ASIAN PAINTS LIMITED,INE021A01026,NSE,BE,ASIANPAINT.NS
ASIANTILES,ASIAN GRANITO IND. LTD.,INE022I01019,NSE,BE,ASIANTILES.NS
ASIL,AMIT SPINNING IND. LTD,INE988A01026,NSE,BE,ASIL.NS
ASILIND,ASIL INDUSTRIES LTD.,INE012901018,NSE,EQ,ASILIND.NS
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,INE491J01022,NSE,BE,ASKAUTOLTD.NS
ASLIND,ASL INDUSTRIES LIMITED,INE617I01024,NSE,SM,ASLIND.NS
ASMS,BARTRONICS INDIA LIMITED,INE855F01042,NSE,BE,ASMS.NS
ASOCALCHOL,ASSOCIATED ALCOHOL & BREW,INE013401018,NSE,EQ,ASOCALCHOL.NS
ASPINWALL,ASPINWALL & CO LTD,INE991I01015,NSE,BE,ASPINWALL.NS
ASPIRE,ASPIRE & INNOVATIVE ADV L,INE0S7801010,NSE,SM,ASPIRE.NS
ASSAMFRONT,AFT INDUSTRIES LTD.,INE417A01018,NSE,BE,ASSAMFRONT.NS
ASTEC,ASTEC LIFESCIENCES LTD,INE563J01010,NSE,BE,ASTEC.NS
ASTERDM,ASTER DM HEALTHCARE LTD.,INE914M01019,NSE,BE,ASTERDM.NS
ASTRAL,ASTRAL LIMITED,INE006I01046,NSE,BE,ASTRAL.NS
ASTRAMICRO,ASTRA MICROWAVE LTD,INE386C01029,NSE,BE,ASTRAMICRO.NS
ASTRAZEN,ASTRAZENECA PHARMA IND LT,INE203A01020,NSE,BE,ASTRAZEN.NS
ASTRON,ASTRON PAPER BORD MIL LTD,INE646X01014,NSE,BE,ASTRON.NS
ATALREAL,ATAL REALTECH LIMITED,INE0ALR01011,NSE,SM,ATALREAL.NS
ATALREAL,ATAL REALTECH LIMITED,INE0ALR01029,NSE,BE,ATALREAL.NS
ATAM,ATAM VALVES LIMITED,INE09KD01013,NSE,BE,ATAM.NS
ATASHIND,ATASH INDUSTRIES LTD,INE014001015,NSE,EQ,ATASHIND.NS
ATCENERGY,ATC ENERGIES SYSTEM LTD,INE0V0Q01019,NSE,SM,ATCENERGY.NS
ATCOM,ATCOM TECHNOLOGIES LTD,INE834A01014,NSE,BE,ATCOM.NS
ATGL,ADANI TOTAL GAS LIMITED,INE399L01023,NSE,BE,ATGL.NS
ATHERENERG,ATHER ENERGY LIMITED,INE0LEZ01016,NSE,BE,ATHERENERG.NS
ATL,ALLCARGO TERMINALS LTD,INE0NN701020,NSE,BE,ATL.NS
ATLANTAA,ATLANTAA LIMITED,INE285H01022,NSE,BE,ATLANTAA.NS
ATLANTAELE,ATLANTA ELECTRICALS LTD,INE0Z4F01028,NSE,BE,ATLANTAELE.NS
ATLANTSPG,ATLANTIC SPG & WVG MILLS,INE014401017,NSE,EQ,ATLANTSPG.NS
ATLASCOPCO,ATLAS COPCO (I) LTD DEPO,INE445A01019,NSE,BE,ATLASCOPCO.NS
ATLASCYCLE,ATLAS CYCLE (HARYANA) LTD,INE446A01025,NSE,BE,ATLASCYCLE.NS
ATMASTCO,ATMASTCO LIMITED,INE05DH01017,NSE,SM,ATMASTCO.NS
ATNINTER,ATN INTERNATIONAL LTD,INE803A01027,NSE,BE,ATNINTER.NS
ATUL,ATUL LTD,INE100A01010,NSE,BE,ATUL.NS
ATULAUTO,ATUL AUTO LIMITED,INE951D01028,NSE,BE,ATULAUTO.NS
ATVPETRO,SVC SUPERCHEM LTD. - DEPO,INE038B01010,NSE,BE,ATVPETRO.NS
ATVPROJ,ATV PROJECTS INDIA LTD,INE015201010,NSE,EQ,ATVPROJ.NS
AUBANK,AU SMALL FINANCE BANK LTD,INE949L01017,NSE,BE,AUBANK.NS
AURANPAPER,AURANGABAD PAPER MILLS LT,INE015401016,NSE,EQ,AURANPAPER.NS
AURDIS,AURANGABAD DISTILLERY LTD,INE448V01019,NSE,SM,AURDIS.NS
AURIONPRO,AURIONPRO SOLN LTD,INE132H01018,NSE,BE,AURIONPRO.NS
AUROIMPEX,AURO IMPEX & CHEMICALS L,INE0NUL01018,NSE,SM,AUROIMPEX.NS
AUROPHARMA,AUROPHARMA-DEP SETT,INE406A01037,NSE,BE,AUROPHARMA.NS
AURUM,AURUM PROPTECH LIMITED,INE898S01029,NSE,BE,AURUM.NS
AUSL,ADITYA ULTRA STEEL LTD,INE01YQ01013,NSE,SM,AUSL.NS
AUSOMENT,AUSOM ENTERPRISE LIMITED,INE218C01016,NSE,BE,AUSOMENT.NS
AUSTRAL,AUSTRAL COKE & PRO LTD,INE455J01027,NSE,BE,AUSTRAL.NS
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,INE449A01011,NSE,BE,AUTOAXLES.NS
AUTOBEES,NIPPONAMC - NETFAUTO,INF204KC1337,NSE,EQ,AUTOBEES.NS
AUTOCORP,AUTOMOBILE CORP OF GOA LT,INE016201019,NSE,EQ,AUTOCORP.NS
AUTOIETF,ICICIPRAMC - ICICIAUTO,INF109KC10V2,NSE,EQ,AUTOIETF.NS
AUTOIND,AUTOLINE INDUSTRIES LTD,INE718H01014,NSE,BE,AUTOIND.NS
AUTOLEC,AUTOLEC INDUSTRIES LTD.,INE134C01015,NSE,BE,AUTOLEC.NS
AUTOLITIND,AUTOLITE (INDIA) LIMITED,INE448A01013,NSE,BE,AUTOLITIND.NS
AUTOPALIND,AUTOPAL INDUSTRIES LTD,INE016401015,NSE,EQ,AUTOPALIND.NS
AUTORIDFIN,AUTORIDERS FINANCE LTD.,INE450A01019,NSE,BE,AUTORIDFIN.NS
AVADHSUGAR,AVADH SUG & ENERGY LTD,INE349W01017,NSE,BE,AVADHSUGAR.NS
AVALON,AVALON TECHNOLOGIES LTD,INE0LCL01028,NSE,BE,AVALON.NS
AVANTEL,AVANTEL LIMITED,INE005B01027,NSE,BE,AVANTEL.NS
AVANTIFEED,AVANTI FEEDS LIMITED,INE871C01038,NSE,BE,AVANTIFEED.NS
AVERY,AVERY INDIA LTD-DEPO,INE906A01010,NSE,BE,AVERY.NS
AVG,AVG LOGISTICS LIMITED,INE680Z01018,NSE,BE,AVG.NS
AVIANSH,AVI ANSH TEXTILE LIMITED,INE0TFB01017,NSE,SM,AVIANSH.NS
AVL,ADITYA VISION LIMITED,INE679V01027,NSE,BE,AVL.NS
AVONIND,AVON INDUSTRIES LTD,INE446301017,NSE,EQ,AVONIND.NS
AVONMORE,AVONMORE CAP&MGT SERV LTD,INE323B01024,NSE,BE,AVONMORE.NS
AVPINFRA,AVP INFRACON LIMITED,INE0R9401019,NSE,SM,AVPINFRA.NS
AVROIND,AVRO INDIA LIMITED,INE652Z01017,NSE,BE,AVROIND.NS
AVSL,AVSL INDUSTRIES LIMITED,INE522V01011,NSE,SM,AVSL.NS
AVTNPL,AVT NATURAL PRODUCTS LTD,INE488D01021,NSE,BE,AVTNPL.NS
AWFIS,AWFIS SPACE SOLUTIONS LTD,INE108V01019,NSE,BE,AWFIS.NS
AWHCL,ANTONY WASTE HDG CELL LTD,INE01BK01022,NSE,BE,AWHCL.NS
AWL,AWL AGRI BUSINESS LIMITED,INE699H01024,NSE,BE,AWL.NS
AXISBANK,AXIS BANK LIMITED,INE238A01034,NSE,BE,AXISBANK.NS
AXISBNKETF,AXISAMC - AXISBNKETF,INF846K01X63,NSE,EQ,AXISBNKETF.NS
AXISBPSETF,AXISAMC - AXISBPSETF,INF846K01Z04,NSE,EQ,AXISBPSETF.NS
AXISCADES,AXISCADES TECH LTD,INE555B01013,NSE,BE,AXISCADES.NS
AXISCETF,AXISAMC - AXISCETF,INF846K016C7,NSE,EQ,AXISCETF.NS
AXISGOLD,AXIS MF - AXIS GOLD ETF,INF846K01W80,NSE,EQ,AXISGOLD.NS
AXISHCETF,AXISAMC - AXISHCETF,INF846K01Z12,NSE,EQ,AXISHCETF.NS
AXISILVER,AXISAMC - AXISILVER,INF846K011K1,NSE,EQ,AXISILVER.NS
AXISNIFTY,AXISAMC - AXISNIFTY,INF846K01W98,NSE,EQ,AXISNIFTY.NS
AXISTECETF,AXISAMC - AXISTECETF,INF846K01Y96,NSE,EQ,AXISTECETF.NS
AXISVALUE,AXISAMC - AXISVALUE,INF846KA1119,NSE,EQ,AXISVALUE.NS
AXITA,AXITA COTTON LIMITED,INE02EZ01022,NSE,BE,AXITA.NS
AXSENSEX,AXISAMC - AXSENSEX,INF846K010Q0,NSE,EQ,AXSENSEX.NS
AYMSYNTEX,AYM SYNTEX LIMITED,INE193B01039,NSE,BE,AYMSYNTEX.NS
AZAD,AZAD ENGINEERING LIMITED,INE02IJ01035,NSE,BE,AZAD.NS
BABAFOOD,BABA AGRO FOOD LIMITED,INE672X01010,NSE,SM,BABAFOOD.NS
BABAFP,BABA FOOD PROCESSING,INE0QW501012,NSE,SM,BABAFP.NS
BAFNAPH,BAFNA PHARMACEUTICALS LTD,INE878I01022,NSE,BE,BAFNAPH.NS
BAFNAPHARM,BAFNA PHARMACEUTICALS L,INE878I01014,NSE,BE,BAFNAPHARM.NS
BAGFILMS,B.A.G FILMS AND MEDIA LTD,INE116D01028,NSE,BE,BAGFILMS.NS
BAGWATIGAS,BHAGWATI GASES LTD.,INE447201018,NSE,EQ,BAGWATIGAS.NS
BAHETI,BAHETI RECYCLING IND LTD,INE029Q01017,NSE,SM,BAHETI.NS
BAIDFIN,BAID FINSERV LIMITED,INE020D01022,NSE,BE,BAIDFIN.NS
BAJAJ-AUTO,BAJAJ AUTO LIMITED,INE917I01010,NSE,BE,BAJAJ-AUTO.NS
BAJAJCON,BAJAJ CONSUMER CARE LTD,INE933K01021,NSE,BE,BAJAJCON.NS
BAJAJELEC,BAJAJ ELECT.LTD,INE193E01025,NSE,BE,BAJAJELEC.NS
BAJAJFINSV,BAJAJ FINSERV LTD.,INE918I01026,NSE,BE,BAJAJFINSV.NS
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,INE411U01027,NSE,BE,BAJAJHCARE.NS
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,INE377Y01014,NSE,BE,BAJAJHFL.NS
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,INE306A01021,NSE,BE,BAJAJHIND.NS
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,INE118A01012,NSE,BE,BAJAJHLDNG.NS
BAJAJINDEF,INDEF MANUFACTURING LTD,INE0O9T01021,NSE,BE,BAJAJINDEF.NS
BAJEL,BAJEL PROJECTS LIMITED,INE0KQN01018,NSE,BE,BAJEL.NS
BAJFINANCE,BAJAJ FINANCE LIMITED,INE296A01032,NSE,BE,BAJFINANCE.NS
BAKELHYLAM,BAKELITE HYLAM LTD.,INE019301014,NSE,EQ,BAKELHYLAM.NS
BALAJEE,SHREE TIRUPATI BALAJEE L,INE0S2G01011,NSE,BE,BALAJEE.NS
BALAJHOTEL,BALAJIHOTELS-ROLL SETT,INE454A01011,NSE,BE,BALAJHOTEL.NS
BALAJIDIST,BALAJI DISTILLERIES LTD.,INE453A01013,NSE,BE,BALAJIDIST.NS
BALAJIIND,BALAJIINDCORPORATION LTD.,INE455A01018,NSE,BE,BALAJIIND.NS
BALAJIPHOS,BALAJI PHOSPHATES LIMITED,INE0PQ601019,NSE,SM,BALAJIPHOS.NS
BALAJITELE,BALAJI TELEFILMS LTD.,INE794B01026,NSE,BE,BALAJITELE.NS
BALAMINES,BALAJI AMINES LIMITED,INE050E01027,NSE,BE,BALAMINES.NS
BALAXI,BALAXI PHARMA LTD,INE618N01022,NSE,BE,BALAXI.NS
BALCO,SOLVE PLASTIC PRODUCTS L,INE0U0201016,NSE,SM,BALCO.NS
BALKRISHNA,BALKRISHNA PAPER MILLS L,INE875R01011,NSE,BE,BALKRISHNA.NS
BALKRISIND,BALKRISHNA IND. LTD,INE787D01026,NSE,BE,BALKRISIND.NS
BALLARPUR,BALLARPUR INDUSTRIES LTD,INE294A01037,NSE,BE,BALLARPUR.NS
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,INE164A01016,NSE,BE,BALMLAWRIE.NS
BALPHARMA,BAL PHARMA LTD.,INE083D01012,NSE,BE,BALPHARMA.NS
BALRAMCHIN,BALRAMPUR CHINI - DEP SET,INE119A01028,NSE,BE,BALRAMCHIN.NS
BALUFORGE,BALU FORGE INDUSTRIES LTD,INE011E01029,NSE,BE,BALUFORGE.NS
BALURTRANS,BALURGHAT TECHNOLOGIES LT,INE447101010,NSE,EQ,BALURTRANS.NS
BANARBEADS,BANARASBEADSLTD-ROLLSETT,INE655B01011,NSE,BE,BANARBEADS.NS
BANARISUG,BANNARI AMMAN SUGAR LTD.,INE459A01010,NSE,BE,BANARISUG.NS
BANCOINDIA,BANCO PRODUCTS (I) LTD,INE213C01025,NSE,BE,BANCOINDIA.NS
BANCOPROD,BANCOPRODUCTS INDIA LTD.,INE213C01017,NSE,BE,BANCOPROD.NS
BANDHANBNK,BANDHAN BANK LIMITED,INE545U01014,NSE,BE,BANDHANBNK.NS
BANG,BANG OVERSEAS LTD.,INE863I01016,NSE,BE,BANG.NS
BANKA,BANKA BIOLOO LIMITED,INE862Y01015,NSE,BE,BANKA.NS
BANKBARODA,BOB - DEPO SETT,INE028A01039,NSE,BE,BANKBARODA.NS
BANKBEES,NIP IND ETF BANK BEES,INF204KB15I9,NSE,EQ,BANKBEES.NS
BANKBETF,BFAM - BANKBETF,INF0QA701714,NSE,EQ,BANKBETF.NS
BANKETF,MIRAEAMC - BANKETF,INF769K01KR3,NSE,EQ,BANKETF.NS
BANKETFADD,DSPAMC - DSPBANKETF,INF740KA1RX3,NSE,EQ,BANKETFADD.NS
BANKIETF,ICICIPRAMC - IPRU5008,INF109KC15I8,NSE,EQ,BANKIETF.NS
BANKINDIA,BANK OF INDIA - DEPO. SET,INE084A01016,NSE,BE,BANKINDIA.NS
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,INF174K01F59,NSE,EQ,BANKNIFTY1.NS
BANKPSU,MIRAEAMC - BANKPSU,INF769K01LZ4,NSE,EQ,BANKPSU.NS
BANSAL,BANSAL MULTIFLEX LIMITED,INE668X01018,NSE,SM,BANSAL.NS
BANSALWIRE,BANSAL WIRE INDUSTRIES L,INE0B9K01025,NSE,BE,BANSALWIRE.NS
BANSWRAS,BANSWARA SYNTEX LIMITED,INE629D01020,NSE,BE,BANSWRAS.NS
BARBEQUE,BARBEQUE NATION HOSP. LTD,INE382M01027,NSE,BE,BARBEQUE.NS
BARFLEX,BARFLEX POLYFILMS LIMITED,INE0QX401014,NSE,SM,BARFLEX.NS
BARODARAYN,BARODA RAYON CO LTD,INE022701010,NSE,EQ,BARODARAYN.NS
BARTRONICS,BARTRONICS INDIA LIMITED,INE855F01034,NSE,BE,BARTRONICS.NS
BASF,BASF INDIA LTD- DEPO SETT,INE373A01013,NSE,BE,BASF.NS
BASILIC,BASILIC FLY STUDIO LTD,INE0OCC01013,NSE,SM,BASILIC.NS
BASML,BANNARI AM SPIN MILL LTD.,INE186H01022,NSE,BE,BASML.NS
BASML-RE1,BANNARI AMMAN SPINNING,INE186H20022,NSE,BE,BASML-RE1.NS
BATAINDIA,BATA INDIA DEP RS,INE176A01028,NSE,BE,BATAINDIA.NS
BAUSCHLOMB,RAYBAN SUN OPTICS IND LTD,INE854A01012,NSE,BE,BAUSCHLOMB.NS
BAWEJA,BAWEJA STUDIOS LIMITED,INE0JFJ01011,NSE,SM,BAWEJA.NS
BAYERCROP,BAYER CROPSCIENCE LTD,INE462A01022,NSE,BE,BAYERCROP.NS
BBETF0432,EDELAMC - BBETF0432,INF754K01OB1,NSE,EQ,BBETF0432.NS
BBL,BHARAT BIJLEE LTD,INE464A01036,NSE,BE,BBL.NS
BBNPNBETF,BARODABNP - BBNPNBETF,INF251K01TL6,NSE,EQ,BBNPNBETF.NS
BBNPPGOLD,BARODABNP - BBNPPGOLD,INF251K01SU9,NSE,EQ,BBNPPGOLD.NS
BBOX,BLACK BOX LIMITED,INE676A01027,NSE,BE,BBOX.NS
BBTC,BOMBAY BURMAH TRAD CORP,INE050A01025,NSE,BE,BBTC.NS
BBTCL,B&B TRIPLEWALL CONT LTD,INE01EE01011,NSE,BE,BBTCL.NS
BCG,BRIGHTCOM GROUP LIMITED,INE425B01027,NSE,BE,BCG.NS
BCLIND,BCL INDUSTRIES LIMITED,INE412G01024,NSE,BE,BCLIND.NS
BCONCEPTS,BRAND CONCEPTS LIMITED,INE977Y01011,NSE,BE,BCONCEPTS.NS
BCP,B.C. POWER CONTROLS LTD,INE905P01028,NSE,BE,BCP.NS
BDL,BHARAT DYNAMICS LIMITED,INE171Z01026,NSE,BE,BDL.NS
BEACON,BEACON TRUSTEESHIP LTD,INE639X01027,NSE,SM,BEACON.NS
BEARDSELL,BEARDSELL LIMITED,INE520H01022,NSE,BE,BEARDSELL.NS
BECREL,BEST & CROMPTON ENGG LTD,INE287A01015,NSE,BE,BECREL.NS
BECTORFOOD,MRS BECTORS FOOD SPE LTD,INE495P01012,NSE,BE,BECTORFOOD.NS
BEDMUTHA,BEDMUTHA INDUST LTD,INE844K01012,NSE,BE,BEDMUTHA.NS
BEL,BHARAT ELECT LTD-DEPO SET,INE263A01024,NSE,BE,BEL.NS
BELCONTROL,BELLS CONTROLS LTD,INE025C01015,NSE,BE,BELCONTROL.NS
BELLACASA,BELLA CASA FASH AND RET L,INE344T01014,NSE,BE,BELLACASA.NS
BELLARYSTL,BELLARYSTEELS-ROLLSETT,INE166C01017,NSE,BE,BELLARYSTL.NS
BELRISE,BELRISE INDUSTRIES LTD,INE894V01022,NSE,BE,BELRISE.NS
BEML,BEML LIMITED,INE258A01016,NSE,BE,BEML.NS
BEPL,BHANSALI ENG. POLYMERS LT,INE922A01025,NSE,BE,BEPL.NS
BERGEPAINT,BERGER PAINTS(I)LTD,INE463A01038,NSE,BE,BERGEPAINT.NS
BESTAGRO,BEST AGROLIFE LIMITED,INE052T01013,NSE,BE,BESTAGRO.NS
BESTAVISON,BESTA VISION ELECTRONICS,INE025201018,NSE,EQ,BESTAVISON.NS
BETA,BETA DRUGS LIMITED,INE351Y01019,NSE,SM,BETA.NS
BETANAPTOL,BETA NAPHTHOL LTD,INE025301016,NSE,EQ,BETANAPTOL.NS
BEWLTD,BEW ENGINEERING LIMITED,INE0HQI01014,NSE,SM,BEWLTD.NS
BFINVEST,BF INVESTMENT LIMITED,INE878K01010,NSE,BE,BFINVEST.NS
BFSI,MIRAEAMC - MAFSETF,INF769K01HI8,NSE,EQ,BFSI.NS
BFUTILITIE,BF UTILITIES LIMITED,INE243D01012,NSE,BE,BFUTILITIE.NS
BGLOBAL,BHARATIYA GLOBAL INFO LTD,INE224M01013,NSE,BE,BGLOBAL.NS
BGRENERGY,BGR ENERGY SYSTEMS LTD,INE661I01014,NSE,BE,BGRENERGY.NS
BHADORA,BHADORA INDUSTRIES LTD,INE0ZRC01017,NSE,SM,BHADORA.NS
BHAGCHEM,BHAGIRADHA CHEM & INDS L,INE414D01027,NSE,BE,BHAGCHEM.NS
BHAGERIA,BHAGERIA INDUSTRIES LTD,INE354C01027,NSE,BE,BHAGERIA.NS
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,INE458B01036,NSE,BE,BHAGYANGR.NS
BHAGYAPROP,BHAGYANAGAR PRO LTD,INE363W01018,NSE,BE,BHAGYAPROP.NS
BHANDA-RE1,BHANDARI HOSIERY EXP LTD,INE474E20029,NSE,BE,BHANDA-RE1.NS
BHANDARI,BHANDARI HOSIERY EXP LTD,INE474E01029,NSE,BE,BHANDARI.NS
BHARATFORG,BHARAT FORGE LTD,INE465A01025,NSE,BE,BHARATFORG.NS
BHARATGEAR,BHARAT GEARS LTD,INE561C01019,NSE,BE,BHARATGEAR.NS
BHARATHOT,BHARAT HOTELS LTD,INE466A01015,NSE,BE,BHARATHOT.NS
BHARATIDIL,BHARATI DEF & INFRA LTD,INE673G01013,NSE,BE,BHARATIDIL.NS
BHARATRAS,BHARAT RASAYAN LTD,INE838B01013,NSE,BE,BHARATRAS.NS
BHARATSE,BHARAT SEATS LIMITED,INE415D01024,NSE,BE,BHARATSE.NS
BHARATWIRE,BHARAT WIRE ROPES LTD.,INE316L01019,NSE,BE,BHARATWIRE.NS
BHARTIARTL,BHARTI AIRTEL LIMITED,INE397D01024,NSE,BE,BHARTIARTL.NS
BHARTIHEXA,BHARTI HEXACOM LIMITED,INE343G01021,NSE,BE,BHARTIHEXA.NS
BHEL,BHARAT HEAVY ELEC-DEPSET,INE257A01026,NSE,BE,BHEL.NS
BHUPENCAP,BHUPENDRA CAP & FINANCE,INE030601012,NSE,EQ,BHUPENCAP.NS
BIGBLOC,BIGBLOC CONSTRUCTION LTD,INE412U01025,NSE,BE,BIGBLOC.NS
BIHARALLOY,UMI SPECIAL STEEL LTD,INE447501011,NSE,EQ,BIHARALLOY.NS
BIHARCAUST,BIHARCAUSTIC-ROLL SETT,INE605B01016,NSE,BE,BIHARCAUST.NS
BIHARSPONG,BIHAR SPONGE IRON LTD.,INE031301018,NSE,EQ,BIHARSPONG.NS
BIKAJI,BIKAJI FOODS INTERN LTD,INE00E101023,NSE,BE,BIKAJI.NS
BIKEWO,BIKEWO GREEN TECH LIMITED,INE0SQH01013,NSE,SM,BIKEWO.NS
BIL,BHARTIYA INETRNATIONAL LT,INE828A01016,NSE,BE,BIL.NS
BILENERGY,BIL ENERGY SYSTEMS LTD,INE607L01029,NSE,BE,BILENERGY.NS
BILPOWER,BILPOWER LIMITED,INE952D01018,NSE,BE,BILPOWER.NS
BILVYAPAR,BIL VYAPAR LIMITED,INE071A01013,NSE,BE,BILVYAPAR.NS
BIMETBRG,BIMETAL BEARINGS LTD,INE469A01019,NSE,BE,BIMETBRG.NS
BIOCON,BIOCON LIMITED,INE376G01013,NSE,BE,BIOCON.NS
BIOFILCHEM,BIOFIL CHEM & PHARMA LTD.,INE829A01014,NSE,BE,BIOFILCHEM.NS
BIRDYS,GRILL SPLENDOUR SER LTD,INE0PC901019,NSE,SM,BIRDYS.NS
BIRLACABLE,BIRLA CABLE LIMITED,INE800A01015,NSE,BE,BIRLACABLE.NS
BIRLACORPN,BIRLA CORPORATION LTD,INE340A01012,NSE,BE,BIRLACORPN.NS
BIRLAMONEY,ADITYA BIRLA MONEY LTD,INE865C01022,NSE,BE,BIRLAMONEY.NS
BIRLANU,BIRLANU LIMITED,INE557A01011,NSE,BE,BIRLANU.NS
BIRLATYRE,BIRLA TYRES LIMITED,INE0AEJ01013,NSE,BE,BIRLATYRE.NS
BIRLAYAMAH,BIRLA YAMAHA LTD,INE224B01016,NSE,BE,BIRLAYAMAH.NS
BKMINDST,BKM INDUSTRIES LIMITED,INE831Q01016,NSE,BE,BKMINDST.NS
BLACKBUCK,BLACKBUCK LIMITED,INE0UIZ01018,NSE,BE,BLACKBUCK.NS
BLAL,BEML LAND ASSETS LIMITED,INE0N7W01012,NSE,BE,BLAL.NS
BLBLIMITED,BLB LIMITED,INE791A01024,NSE,BE,BLBLIMITED.NS
BLISSGVS,BLISS GVS PHARMA LTD,INE416D01022,NSE,BE,BLISSGVS.NS
BLKASHYAP,B.L.KASHYAP & SON LTD,INE350H01032,NSE,BE,BLKASHYAP.NS
BLS,BLS INTL SERVS LTD,INE153T01027,NSE,BE,BLS.NS
BLSE,BLS E-SERVICES LIMITED,INE0NLT01010,NSE,BE,BLSE.NS
BLUEBLENDS,BLUE BLENDS (I) LTD,INE113O01014,NSE,BE,BLUEBLENDS.NS
BLUECHIP,BLUE CHIP INDIA LIMITED,INE657B01025,NSE,BE,BLUECHIP.NS
BLUECOAST,BLUE COAST HOTELS LIMITED,INE472B01011,NSE,BE,BLUECOAST.NS
BLUEDART,BLUE DART EXPRESS LTD.,INE233B01017,NSE,BE,BLUEDART.NS
BLUEJET,BLUE JET HEALTHCARE LTD,INE0KBH01020,NSE,BE,BLUEJET.NS
BLUEPEBBLE,BLUE PEBBLE LIMITED,INE0SAK01011,NSE,SM,BLUEPEBBLE.NS
BLUESTARCO,BLUE STAR LIMITED DEPO,INE472A01039,NSE,BE,BLUESTARCO.NS
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,INE304W01038,NSE,BE,BLUESTONE.NS
BLUEWATER,BLUE WATER LOGISTICS LTD,INE0X3M01010,NSE,SM,BLUEWATER.NS
BLUSPRING,BLUSPRING ENTERPRISES LTD,INE0U4101014,NSE,BE,BLUSPRING.NS
BMETRICS,BOMBAY METRICS S C LTD,INE0I3Y01014,NSE,SM,BMETRICS.NS
BMWVENTLTD,BMW VENTURES LIMITED,INE965W01036,NSE,BE,BMWVENTLTD.NS
BODALCHEM,BODAL CHEMICALS LTD,INE338D01028,NSE,BE,BODALCHEM.NS
BOHRA,BOHRA INDUSTRIES LIMITED,INE802W01015,NSE,SM,BOHRA.NS
BOHRAIND,BOHRA INDUSTRIES LIMITED,INE802W01023,NSE,BE,BOHRAIND.NS
BOMDYEING,BOM DYEING - DEPO SETT.,INE032A01023,NSE,BE,BOMDYEING.NS
BORANA,BORANA WEAVES LIMITED,INE16SF01016,NSE,BE,BORANA.NS
BOROGLASS,BOROSIL GLASS WORKS LTD.,INE036101017,NSE,EQ,BOROGLASS.NS
BOROLTD,BOROSIL LIMITED,INE02PY01013,NSE,BE,BOROLTD.NS
BORORENEW,BOROSIL RENEWABLES LTD,INE666D01022,NSE,BE,BORORENEW.NS
BOROSCI,BOROSIL SCIENTIFIC LTD,INE02L001032,NSE,BE,BOROSCI.NS
BOSCHLTD,BOSCH LIMITED,INE323A01026,NSE,BE,BOSCHLTD.NS
BOSS,BOSS PACKAGING SOLU LTD,INE0QNI01012,NSE,SM,BOSS.NS
BPCL,BPCL - DEPO. SETT,INE029A01011,NSE,BE,BPCL.NS
BPL,BPL LTD,INE110A01019,NSE,BE,BPL.NS
BRACEPORT,BRACE PORT LOGISTICS LTD,INE0R4Z01018,NSE,SM,BRACEPORT.NS
BRFL,BOMBAY RAYON FASHIONS LTD,INE589G01011,NSE,BE,BRFL.NS
BRIGADE,BRIGADE ENTER. LTD,INE791I01019,NSE,BE,BRIGADE.NS
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,INE03NU01014,NSE,BE,BRIGHOTEL.NS
BRIGHT,BRIGHT SOLAR LIMITED,INE684Z01010,NSE,SM,BRIGHT.NS
BRIGHTBROS,BRIGHT BROTHERS LTD,INE538901013,NSE,EQ,BRIGHTBROS.NS
BRITANNIA,BRITANNIA INDUST.DEP SETT,INE216A01030,NSE,BE,BRITANNIA.NS
BRITEAUTO,BRITE AUTOMOTIVE & PLAST,INE037101016,NSE,EQ,BRITEAUTO.NS
