Symbol,Name,ISIN,Series,Exchange,Type,UpdatedAt
INE018E01016,10.0,,nan,BSE,SME,2026-01-03
INE018S01016,10.0,,nan,BSE,SME,2026-01-03
INE019A01038,1.0,,nan,BSE,SME,2026-01-03
INE019B01010,10.0,,nan,BSE,SME,2026-01-03
INE019C01026,1.0,,nan,BSE,SME,2026-01-03
INE019D01016,10.0,,nan,BSE,SME,2026-01-03
INE019J01013,10.0,,nan,BSE,SME,2026-01-03
INE01A001028,2.0,,nan,BSE,SME,2026-01-03
INE01A501027,5.0,,nan,BSE,SME,2026-01-03
INE01B501018,10.0,,nan,BSE,SME,2026-01-03
INE01BK01022,5.0,,nan,BSE,SME,2026-01-03
INE01BL01012,10.0,,nan,BSE,SME,2026-01-03
INE01BT01015,10.0,,nan,BSE,SME,2026-01-03
INE01C001026,5.0,,nan,BSE,SME,2026-01-03
INE01EA01019,10.0,,nan,BSE,SME,2026-01-03
INE01EE01011,10.0,,nan,BSE,SME,2026-01-03
INE01EG01016,10.0,,nan,BSE,SME,2026-01-03
INE01EO01010,10.0,,nan,BSE,SME,2026-01-03
INE01FR01028,5.0,,nan,BSE,SME,2026-01-03
INE01GR01018,10.0,,nan,BSE,SME,2026-01-03
INE01GZ01011,10.0,,nan,BSE,SME,2026-01-03
INE01IU01018,10.0,,nan,BSE,SME,2026-01-03
INE01J501010,10.0,,nan,BSE,SME,2026-01-03
INE01K301012,10.0,,nan,BSE,SME,2026-01-03
INE01KI01027,1.0,,nan,BSE,SME,2026-01-03
INE01NE01012,10.0,,nan,BSE,SME,2026-01-03
INE01P501012,10.0,,nan,BSE,SME,2026-01-03
INE01QM01018,5.0,,nan,BSE,SME,2026-01-03
INE01R501028,1.0,,nan,BSE,SME,2026-01-03
INE01TL01014,100.0,,nan,BSE,SME,2026-01-03
INE01TY01017,10.0,,nan,BSE,SME,2026-01-03
INE020801028,5.0,,nan,BSE,SME,2026-01-03
INE020B01018,10.0,,nan,BSE,SME,2026-01-03
INE020D01022,2.0,,nan,BSE,SME,2026-01-03
INE020G01017,10.0,,nan,BSE,SME,2026-01-03
INE020J01029,2.0,,nan,BSE,SME,2026-01-03
INE020S01012,10.0,,nan,BSE,SME,2026-01-03
INE021A01026,1.0,,nan,BSE,SME,2026-01-03
INE021N01011,10.0,,nan,BSE,SME,2026-01-03
INE021O01019,10.0,,nan,BSE,SME,2026-01-03
INE022C01012,10.0,,nan,BSE,SME,2026-01-03
INE022I01019,10.0,,nan,BSE,SME,2026-01-03
INE022Q01020,1.0,,nan,BSE,SME,2026-01-03
INE023A01030,10.0,,nan,BSE,SME,2026-01-03
INE023H01027,1.0,,nan,BSE,SME,2026-01-03
INE023M01027,1.0,,nan,BSE,SME,2026-01-03
INE023R01018,10.0,,nan,BSE,SME,2026-01-03
INE024001021,2.0,,nan,BSE,SME,2026-01-03
INE024B01010,10.0,,nan,BSE,SME,2026-01-03
INE024D01016,10.0,,nan,BSE,SME,2026-01-03
INE024F01011,10.0,,nan,BSE,SME,2026-01-03
INE024L01027,2.0,,nan,BSE,SME,2026-01-03
INE025B01025,2.0,,nan,BSE,SME,2026-01-03
INE025D01013,10.0,,nan,BSE,SME,2026-01-03
INE025R01021,1.0,,nan,BSE,SME,2026-01-03
INE026A01025,2.0,,nan,BSE,SME,2026-01-03
INE026C01013,10.0,,nan,BSE,SME,2026-01-03
INE026D01011,10.0,,nan,BSE,SME,2026-01-03
INE026I01010,10.0,,nan,BSE,SME,2026-01-03
INE026L01022,1.0,,nan,BSE,SME,2026-01-03
INE026L20048,0.05,,nan,BSE,SME,2026-01-03
INE027A01015,10.0,,nan,BSE,SME,2026-01-03
INE027D01019,10.0,,nan,BSE,SME,2026-01-03
INE027F01014,10.0,,nan,BSE,SME,2026-01-03
INE027H01010,10.0,,nan,BSE,SME,2026-01-03
INE027S01017,10.0,,nan,BSE,SME,2026-01-03
INE027T01023,5.0,,nan,BSE,SME,2026-01-03
INE028A01039,2.0,,nan,BSE,SME,2026-01-03
INE029A01011,10.0,,nan,BSE,SME,2026-01-03
INE029B01019,10.0,,nan,BSE,SME,2026-01-03
INE029H01016,10.0,,nan,BSE,SME,2026-01-03
INE029L01018,10.0,,nan,BSE,SME,2026-01-03
INE02A801020,2.0,,nan,BSE,SME,2026-01-03
INE02AP01013,10.0,,nan,BSE,SME,2026-01-03
INE02AR01019,10.0,,nan,BSE,SME,2026-01-03
INE02BR01017,10.0,,nan,BSE,SME,2026-01-03
INE02BV01019,10.0,,nan,BSE,SME,2026-01-03
INE02C301011,100.0,,nan,BSE,SME,2026-01-03
INE02EZ01022,1.0,,nan,BSE,SME,2026-01-03
INE02GA01012,10.0,,nan,BSE,SME,2026-01-03
INE02H701025,2.0,,nan,BSE,SME,2026-01-03
INE02ID01020,2.0,,nan,BSE,SME,2026-01-03
INE02IJ01035,2.0,,nan,BSE,SME,2026-01-03
INE02L001032,1.0,,nan,BSE,SME,2026-01-03
INE02NC01014,10.0,,nan,BSE,SME,2026-01-03
INE02PC01027,1.0,,nan,BSE,SME,2026-01-03
INE02PY01013,1.0,,nan,BSE,SME,2026-01-03
INE02RE01045,2.0,,nan,BSE,SME,2026-01-03
INE02WG01024,1.0,,nan,BSE,SME,2026-01-03
INE02XD01011,10.0,,nan,BSE,SME,2026-01-03
INE02YR01019,10.0,,nan,BSE,SME,2026-01-03
INE02Z901011,10.0,,nan,BSE,SME,2026-01-03
INE02ZA01012,10.0,,nan,BSE,SME,2026-01-03
INE02ZQ01018,10.0,,nan,BSE,SME,2026-01-03
INE030A01027,1.0,,nan,BSE,SME,2026-01-03
INE030C01015,10.0,,nan,BSE,SME,2026-01-03
INE030P01017,10.0,,nan,BSE,SME,2026-01-03
INE030Q01015,10.0,,nan,BSE,SME,2026-01-03
INE030T01027,5.0,,nan,BSE,SME,2026-01-03
INE030U01025,5.0,,nan,BSE,SME,2026-01-03
INE031A01017,10.0,,nan,BSE,SME,2026-01-03
INE031B01049,2.0,,nan,BSE,SME,2026-01-03
INE031G01022,1.0,,nan,BSE,SME,2026-01-03
INE032A01023,2.0,,nan,BSE,SME,2026-01-03
INE032B01021,5.0,,nan,BSE,SME,2026-01-03
INE032E01017,10.0,,nan,BSE,SME,2026-01-03
INE033C01019,10.0,,nan,BSE,SME,2026-01-03
INE033E01015,10.0,,nan,BSE,SME,2026-01-03
INE034A01011,10.0,,nan,BSE,SME,2026-01-03
INE034B01019,10.0,,nan,BSE,SME,2026-01-03
INE034D01049,1.0,,nan,BSE,SME,2026-01-03
INE034F01010,10.0,,nan,BSE,SME,2026-01-03
INE034S01021,10.0,,nan,BSE,SME,2026-01-03
INE035801013,10.0,,nan,BSE,SME,2026-01-03
INE035D01020,2.0,,nan,BSE,SME,2026-01-03
INE035S01028,2.0,,nan,BSE,SME,2026-01-03
INE036B01030,1.0,,nan,BSE,SME,2026-01-03
INE036D01028,2.0,,nan,BSE,SME,2026-01-03
INE037A01022,2.0,,nan,BSE,SME,2026-01-03
INE037B01020,2.0,,nan,BSE,SME,2026-01-03
INE037C01010,10.0,,nan,BSE,SME,2026-01-03
INE037Z01029,5.0,,nan,BSE,SME,2026-01-03
INE038A01020,1.0,,nan,BSE,SME,2026-01-03
INE038B01010,10.0,,nan,BSE,SME,2026-01-03
INE038F01029,5.0,,nan,BSE,SME,2026-01-03
INE038N01015,10.0,,nan,BSE,SME,2026-01-03
INE039A01010,10.0,,nan,BSE,SME,2026-01-03
INE039B01026,2.0,,nan,BSE,SME,2026-01-03
INE039C01032,1.0,,nan,BSE,SME,2026-01-03
INE039D01014,10.0,,nan,BSE,SME,2026-01-03
INE039O01029,2.0,,nan,BSE,SME,2026-01-03
INE03CC01015,10.0,,nan,BSE,SME,2026-01-03
INE03CM01014,10.0,,nan,BSE,SME,2026-01-03
INE03DD01011,10.0,,nan,BSE,SME,2026-01-03
INE03EI01018,10.0,,nan,BSE,SME,2026-01-03
INE03HW01020,10.0,,nan,BSE,SME,2026-01-03
INE03JI01017,2.0,,nan,BSE,SME,2026-01-03
INE03JT01014,10.0,,nan,BSE,SME,2026-01-03
INE03NU01014,10.0,,nan,BSE,SME,2026-01-03
INE03Q201024,2.0,,nan,BSE,SME,2026-01-03
INE03QK01018,1.0,,nan,BSE,SME,2026-01-03
INE03RS01027,1.0,,nan,BSE,SME,2026-01-03
INE03V001013,10.0,,nan,BSE,SME,2026-01-03
INE03WT01017,10.0,,nan,BSE,SME,2026-01-03
INE03YM01018,10.0,,nan,BSE,SME,2026-01-03
INE040A01034,1.0,,nan,BSE,SME,2026-01-03
INE040D01038,5.0,,nan,BSE,SME,2026-01-03
INE040F01033,10.0,,nan,BSE,SME,2026-01-03
INE040H01021,2.0,,nan,BSE,SME,2026-01-03
INE040M01013,10.0,,nan,BSE,SME,2026-01-03
INE041A01016,10.0,,nan,BSE,SME,2026-01-03
INE041B01014,10.0,,nan,BSE,SME,2026-01-03
INE042A01014,10.0,,nan,BSE,SME,2026-01-03
INE042B01012,10.0,,nan,BSE,SME,2026-01-03
INE042C01010,10.0,,nan,BSE,SME,2026-01-03
INE043A01012,10.0,,nan,BSE,SME,2026-01-03
INE043B01028,1.0,,nan,BSE,SME,2026-01-03
INE043C01018,10.0,,nan,BSE,SME,2026-01-03
INE043R01016,10.0,,nan,BSE,SME,2026-01-03
INE043U01010,10.0,,nan,BSE,SME,2026-01-03
INE043W01024,1.0,,nan,BSE,SME,2026-01-03
INE044A01036,1.0,,nan,BSE,SME,2026-01-03
INE044N01021,5.0,,nan,BSE,SME,2026-01-03
INE045601023,5.0,,nan,BSE,SME,2026-01-03
INE045A01017,10.0,,nan,BSE,SME,2026-01-03
INE045B01015,10.0,,nan,BSE,SME,2026-01-03
INE045J01034,1.0,,nan,BSE,SME,2026-01-03
INE046A01015,10.0,,nan,BSE,SME,2026-01-03
INE046E01025,10.0,,nan,BSE,SME,2026-01-03
INE046M01036,10.0,,nan,BSE,SME,2026-01-03
INE046W01019,10.0,,nan,BSE,SME,2026-01-03
INE047A01021,2.0,,nan,BSE,SME,2026-01-03
INE047B01011,10.0,,nan,BSE,SME,2026-01-03
INE047E01031,10.0,,nan,BSE,SME,2026-01-03
INE047O01014,2.0,,nan,BSE,SME,2026-01-03
INE048A01011,10.0,,nan,BSE,SME,2026-01-03
INE048B01035,2.0,,nan,BSE,SME,2026-01-03
INE048C01025,10.0,,nan,BSE,SME,2026-01-03
INE048G01026,2.0,,nan,BSE,SME,2026-01-03
INE049A01027,5.0,,nan,BSE,SME,2026-01-03
INE049B01025,5.0,,nan,BSE,SME,2026-01-03
INE049I01012,5.0,,nan,BSE,SME,2026-01-03
INE04AK01028,1.0,,nan,BSE,SME,2026-01-03
INE04CO01018,10.0,,nan,BSE,SME,2026-01-03
INE04I401011,10.0,,nan,BSE,SME,2026-01-03
INE04ST01013,10.0,,nan,BSE,SME,2026-01-03
INE04T901017,10.0,,nan,BSE,SME,2026-01-03
INE04TZ01018,10.0,,nan,BSE,SME,2026-01-03
INE04VT01017,10.0,,nan,BSE,SME,2026-01-03
INE04VU01023,10.0,,nan,BSE,SME,2026-01-03
INE04Z101016,10.0,,nan,BSE,SME,2026-01-03
INE050001010,10.0,,nan,BSE,SME,2026-01-03
INE050401020,5.0,,nan,BSE,SME,2026-01-03
INE050A01025,2.0,,nan,BSE,SME,2026-01-03
INE050B01023,2.0,,nan,BSE,SME,2026-01-03
INE050E01027,2.0,,nan,BSE,SME,2026-01-03
INE050H01012,10.0,,nan,BSE,SME,2026-01-03
INE050L01048,1.0,,nan,BSE,SME,2026-01-03
INE050M01012,10.0,,nan,BSE,SME,2026-01-03
INE050N01010,10.0,,nan,BSE,SME,2026-01-03
INE051B01021,1.0,,nan,BSE,SME,2026-01-03
INE051G01012,10.0,,nan,BSE,SME,2026-01-03
INE051N01026,1.0,,nan,BSE,SME,2026-01-03
INE052001026,2.0,,nan,BSE,SME,2026-01-03
INE052A01021,2.0,,nan,BSE,SME,2026-01-03
INE052B01011,10.0,,nan,BSE,SME,2026-01-03
INE052E01015,10.0,,nan,BSE,SME,2026-01-03
INE052I01032,1.0,,nan,BSE,SME,2026-01-03
INE052T01013,10.0,,nan,BSE,SME,2026-01-03
INE052V01019,10.0,,nan,BSE,SME,2026-01-03
INE053A01029,1.0,,nan,BSE,SME,2026-01-03
INE053D01015,10.0,,nan,BSE,SME,2026-01-03
INE053F01010,10.0,,nan,BSE,SME,2026-01-03
INE054301028,1.0,,nan,BSE,SME,2026-01-03
INE054A01027,2.0,,nan,BSE,SME,2026-01-03
INE054C01015,10.0,,nan,BSE,SME,2026-01-03
INE055A01016,10.0,,nan,BSE,SME,2026-01-03
INE055C01020,1.0,,nan,BSE,SME,2026-01-03
INE055E01034,2.0,,nan,BSE,SME,2026-01-03
INE055O01033,10.0,,nan,BSE,SME,2026-01-03
INE055Q01012,10.0,,nan,BSE,SME,2026-01-03
INE055S01018,10.0,,nan,BSE,SME,2026-01-03
INE056001014,10.0,,nan,BSE,SME,2026-01-03
INE056801025,2.0,,nan,BSE,SME,2026-01-03
INE056E01024,1.0,,nan,BSE,SME,2026-01-03
INE056I01025,2.0,,nan,BSE,SME,2026-01-03
INE056J01015,10.0,,nan,BSE,SME,2026-01-03
INE057Q01018,10.0,,nan,BSE,SME,2026-01-03
INE058A01010,10.0,,nan,BSE,SME,2026-01-03
INE058B01018,10.0,,nan,BSE,SME,2026-01-03
INE058D01030,10.0,,nan,BSE,SME,2026-01-03
INE058F01019,10.0,,nan,BSE,SME,2026-01-03
INE058I01013,10.0,,nan,BSE,SME,2026-01-03
INE059A01026,2.0,,nan,BSE,SME,2026-01-03
INE059B01024,2.0,,nan,BSE,SME,2026-01-03
INE059D01020,2.0,,nan,BSE,SME,2026-01-03
INE059E01010,10.0,,nan,BSE,SME,2026-01-03
INE059Q01014,10.0,,nan,BSE,SME,2026-01-03
INE05AN01011,2.0,,nan,BSE,SME,2026-01-03
INE05BN01019,10.0,,nan,BSE,SME,2026-01-03
INE05CY01014,10.0,,nan,BSE,SME,2026-01-03
INE05CZ01011,10.0,,nan,BSE,SME,2026-01-03
INE05FR01029,1.0,,nan,BSE,SME,2026-01-03
INE05J901018,10.0,,nan,BSE,SME,2026-01-03
INE05MV01019,10.0,,nan,BSE,SME,2026-01-03
INE05QJ01015,10.0,,nan,BSE,SME,2026-01-03
INE05ST01028,1.0,,nan,BSE,SME,2026-01-03
INE05X901010,10.0,,nan,BSE,SME,2026-01-03
INE060601031,1.0,,nan,BSE,SME,2026-01-03
INE060901027,5.0,,nan,BSE,SME,2026-01-03
INE060A01024,2.0,,nan,BSE,SME,2026-01-03
INE060B01014,10.0,,nan,BSE,SME,2026-01-03
INE060D01028,2.0,,nan,BSE,SME,2026-01-03
INE060E01018,10.0,,nan,BSE,SME,2026-01-03
INE060J01017,10.0,,nan,BSE,SME,2026-01-03
INE060N01019,10.0,,nan,BSE,SME,2026-01-03
INE060T01024,10.0,,nan,BSE,SME,2026-01-03
INE060X01034,2.0,,nan,BSE,SME,2026-01-03
INE061A01014,10.0,,nan,BSE,SME,2026-01-03
INE061F01013,10.0,,nan,BSE,SME,2026-01-03
INE062A01020,1.0,,nan,BSE,SME,2026-01-03
INE062C01042,1.0,,nan,BSE,SME,2026-01-03
INE062D01024,5.0,,nan,BSE,SME,2026-01-03
INE062Y01020,1.0,,nan,BSE,SME,2026-01-03
INE063601012,10.0,,nan,BSE,SME,2026-01-03
INE063E01053,5.0,,nan,BSE,SME,2026-01-03
INE063P01018,10.0,,nan,BSE,SME,2026-01-03
INE063Z01017,10.0,,nan,BSE,SME,2026-01-03
INE064A01026,1.0,,nan,BSE,SME,2026-01-03
INE064C01022,1.0,,nan,BSE,SME,2026-01-03
INE064H01021,2.0,,nan,BSE,SME,2026-01-03
INE064L01015,10.0,,nan,BSE,SME,2026-01-03
INE064R01012,10.0,,nan,BSE,SME,2026-01-03
INE064T01018,10.0,,nan,BSE,SME,2026-01-03
INE065D01027,2.0,,nan,BSE,SME,2026-01-03
INE065E01017,10.0,,nan,BSE,SME,2026-01-03
INE065J01024,1.0,,nan,BSE,SME,2026-01-03
INE065X01017,2.0,,nan,BSE,SME,2026-01-03
INE066A01021,1.0,,nan,BSE,SME,2026-01-03
INE066F01020,5.0,,nan,BSE,SME,2026-01-03
INE066O01014,10.0,,nan,BSE,SME,2026-01-03
INE066P01011,10.0,,nan,BSE,SME,2026-01-03
INE067A01029,2.0,,nan,BSE,SME,2026-01-03
INE067C01025,10.0,,nan,BSE,SME,2026-01-03
INE067E01013,10.0,,nan,BSE,SME,2026-01-03
INE067R01015,10.0,,nan,BSE,SME,2026-01-03
INE068B01017,10.0,,nan,BSE,SME,2026-01-03
INE068C01015,10.0,,nan,BSE,SME,2026-01-03
INE068L01024,2.0,,nan,BSE,SME,2026-01-03
INE068V01023,1.0,,nan,BSE,SME,2026-01-03
INE069B01023,1.0,,nan,BSE,SME,2026-01-03
INE069E01019,10.0,,nan,BSE,SME,2026-01-03
INE069I01010,2.0,,nan,BSE,SME,2026-01-03
INE06H201014,10.0,,nan,BSE,SME,2026-01-03
INE06HJ01020,2.0,,nan,BSE,SME,2026-01-03
INE06LG01010,10.0,,nan,BSE,SME,2026-01-03
INE06MM01016,10.0,,nan,BSE,SME,2026-01-03
INE06ST01018,1.0,,nan,BSE,SME,2026-01-03
INE06TD01010,10.0,,nan,BSE,SME,2026-01-03
INE06WU01026,5.0,,nan,BSE,SME,2026-01-03
INE06XZ01023,2.0,,nan,BSE,SME,2026-01-03
INE06YD01010,10.0,,nan,BSE,SME,2026-01-03
INE06ZD01017,10.0,,nan,BSE,SME,2026-01-03
INE070A01015,10.0,,nan,BSE,SME,2026-01-03
INE070C01037,2.0,,nan,BSE,SME,2026-01-03
INE070D01027,1.0,,nan,BSE,SME,2026-01-03
INE070I01018,10.0,,nan,BSE,SME,2026-01-03
INE070K01014,10.0,,nan,BSE,SME,2026-01-03
INE071A01013,10.0,,nan,BSE,SME,2026-01-03
INE071D01033,1.0,,nan,BSE,SME,2026-01-03
INE071E01023,1.0,,nan,BSE,SME,2026-01-03
INE071F01012,10.0,,nan,BSE,SME,2026-01-03
INE071N01016,10.0,,nan,BSE,SME,2026-01-03
INE071Y01013,10.0,,nan,BSE,SME,2026-01-03
INE072A01029,1.0,,nan,BSE,SME,2026-01-03
INE072B01027,10.0,,nan,BSE,SME,2026-01-03
INE072V01017,10.0,,nan,BSE,SME,2026-01-03
INE073A01019,10.0,,nan,BSE,SME,2026-01-03
INE073D01013,10.0,,nan,BSE,SME,2026-01-03
INE073G01016,10.0,,nan,BSE,SME,2026-01-03
INE073I01012,10.0,,nan,BSE,SME,2026-01-03
INE073K01018,10.0,,nan,BSE,SME,2026-01-03
INE073V01015,10.0,,nan,BSE,SME,2026-01-03
INE074A01025,2.0,,nan,BSE,SME,2026-01-03
INE074B01023,2.0,,nan,BSE,SME,2026-01-03
INE074C01013,10.0,,nan,BSE,SME,2026-01-03
INE074H01012,10.0,,nan,BSE,SME,2026-01-03
INE074J01018,10.0,,nan,BSE,SME,2026-01-03
INE075A01022,2.0,,nan,BSE,SME,2026-01-03
INE075B01020,10.0,,nan,BSE,SME,2026-01-03
INE075D01018,10.0,,nan,BSE,SME,2026-01-03
INE075H01019,10.0,,nan,BSE,SME,2026-01-03
INE075I01017,10.0,,nan,BSE,SME,2026-01-03
INE075K01013,10.0,,nan,BSE,SME,2026-01-03
INE076B01028,2.0,,nan,BSE,SME,2026-01-03
INE076C01018,10.0,,nan,BSE,SME,2026-01-03
INE076D01016,10.0,,nan,BSE,SME,2026-01-03
INE077B01018,10.0,,nan,BSE,SME,2026-01-03
INE077F01035,2.0,,nan,BSE,SME,2026-01-03
INE077P01034,1.0,,nan,BSE,SME,2026-01-03
INE078D01012,10.0,,nan,BSE,SME,2026-01-03
INE078I01011,10.0,,nan,BSE,SME,2026-01-03
INE078T01026,10.0,,nan,BSE,SME,2026-01-03
INE078V01014,10.0,,nan,BSE,SME,2026-01-03
INE079A01024,2.0,,nan,BSE,SME,2026-01-03
INE079C01012,10.0,,nan,BSE,SME,2026-01-03
INE079J01017,10.0,,nan,BSE,SME,2026-01-03
INE079L01013,5.0,,nan,BSE,SME,2026-01-03
INE079N01019,10.0,,nan,BSE,SME,2026-01-03
INE07G501017,10.0,,nan,BSE,SME,2026-01-03
INE07GA01011,10.0,,nan,BSE,SME,2026-01-03
INE07I701011,10.0,,nan,BSE,SME,2026-01-03
INE07K301024,1.0,,nan,BSE,SME,2026-01-03
INE07L501010,10.0,,nan,BSE,SME,2026-01-03
INE07LH01016,10.0,,nan,BSE,SME,2026-01-03
INE07LK01010,10.0,,nan,BSE,SME,2026-01-03
INE07MC01015,10.0,,nan,BSE,SME,2026-01-03
INE07NX01019,10.0,,nan,BSE,SME,2026-01-03
INE07O001026,1.0,,nan,BSE,SME,2026-01-03
INE07OG01012,10.0,,nan,BSE,SME,2026-01-03
INE07P301011,10.0,,nan,BSE,SME,2026-01-03
INE07QQ01016,10.0,,nan,BSE,SME,2026-01-03
INE07RO01027,2.0,,nan,BSE,SME,2026-01-03
INE07S101038,1.0,,nan,BSE,SME,2026-01-03
INE07T201019,10.0,,nan,BSE,SME,2026-01-03
INE07U701015,10.0,,nan,BSE,SME,2026-01-03
INE07Y701011,2.0,,nan,BSE,SME,2026-01-03
INE080A01014,10.0,,nan,BSE,SME,2026-01-03
INE080B01012,10.0,,nan,BSE,SME,2026-01-03
INE080D01042,10.0,,nan,BSE,SME,2026-01-03
INE080G01029,2.0,,nan,BSE,SME,2026-01-03
INE080I01025,1.0,,nan,BSE,SME,2026-01-03
INE081A01020,1.0,,nan,BSE,SME,2026-01-03
INE081G01019,10.0,,nan,BSE,SME,2026-01-03
INE082A01010,10.0,,nan,BSE,SME,2026-01-03
INE082B01018,10.0,,nan,BSE,SME,2026-01-03
INE082C01024,10.0,,nan,BSE,SME,2026-01-03
INE082W01014,10.0,,nan,BSE,SME,2026-01-03
INE083A01026,2.0,,nan,BSE,SME,2026-01-03
INE083B01024,1.0,,nan,BSE,SME,2026-01-03
INE083C01022,5.0,,nan,BSE,SME,2026-01-03
INE083D01012,10.0,,nan,BSE,SME,2026-01-03
INE083E01010,10.0,,nan,BSE,SME,2026-01-03
INE083G01031,1.0,,nan,BSE,SME,2026-01-03
INE083K01017,10.0,,nan,BSE,SME,2026-01-03
INE083O01019,25.0,,nan,BSE,SME,2026-01-03
INE084A01016,10.0,,nan,BSE,SME,2026-01-03
INE084C01012,10.0,,nan,BSE,SME,2026-01-03
INE084D01010,10.0,,nan,BSE,SME,2026-01-03
INE084K01015,10.0,,nan,BSE,SME,2026-01-03
INE084Q01012,10.0,,nan,BSE,SME,2026-01-03
INE085001019,10.0,,nan,BSE,SME,2026-01-03
INE085A01013,10.0,,nan,BSE,SME,2026-01-03
INE085D01033,10.0,,nan,BSE,SME,2026-01-03
INE085J01014,10.0,,nan,BSE,SME,2026-01-03
INE086A01029,1.0,,nan,BSE,SME,2026-01-03
INE087A01019,10.0,,nan,BSE,SME,2026-01-03
INE087B01017,10.0,,nan,BSE,SME,2026-01-03
INE087E01011,10.0,,nan,BSE,SME,2026-01-03
INE087H01022,1.0,,nan,BSE,SME,2026-01-03
INE088D01011,10.0,,nan,BSE,SME,2026-01-03
INE088E01019,10.0,,nan,BSE,SME,2026-01-03
INE088F01024,10.0,,nan,BSE,SME,2026-01-03
INE088G01014,10.0,,nan,BSE,SME,2026-01-03
INE088P01015,10.0,,nan,BSE,SME,2026-01-03
INE089A01031,1.0,,nan,BSE,SME,2026-01-03
INE089C01029,2.0,,nan,BSE,SME,2026-01-03
INE089T01023,1.0,,nan,BSE,SME,2026-01-03
INE08E401029,5.0,,nan,BSE,SME,2026-01-03
INE08JY01013,10.0,,nan,BSE,SME,2026-01-03
INE08KJ01020,1.0,,nan,BSE,SME,2026-01-03
INE08KP01019,10.0,,nan,BSE,SME,2026-01-03
INE08LI01020,5.0,,nan,BSE,SME,2026-01-03
INE08N601015,10.0,,nan,BSE,SME,2026-01-03
INE08NE01025,2.0,,nan,BSE,SME,2026-01-03
INE08PH01015,10.0,,nan,BSE,SME,2026-01-03
INE08RT01016,10.0,,nan,BSE,SME,2026-01-03
INE08U801020,1.0,,nan,BSE,SME,2026-01-03
INE08ZM01014,1.0,,nan,BSE,SME,2026-01-03
INE090501011,10.0,,nan,BSE,SME,2026-01-03
INE090A01021,2.0,,nan,BSE,SME,2026-01-03
INE090B01011,10.0,,nan,BSE,SME,2026-01-03
INE090D01017,10.0,,nan,BSE,SME,2026-01-03
INE091C01017,10.0,,nan,BSE,SME,2026-01-03
INE091G01026,2.0,,nan,BSE,SME,2026-01-03
INE091N01014,10.0,,nan,BSE,SME,2026-01-03
INE092301014,10.0,,nan,BSE,SME,2026-01-03
INE092A01019,10.0,,nan,BSE,SME,2026-01-03
INE092B01025,5.0,,nan,BSE,SME,2026-01-03
INE092D01013,10.0,,nan,BSE,SME,2026-01-03
INE092E01011,10.0,,nan,BSE,SME,2026-01-03
INE092G01024,1.0,,nan,BSE,SME,2026-01-03
INE092H01014,10.0,,nan,BSE,SME,2026-01-03
INE092P01017,10.0,,nan,BSE,SME,2026-01-03
INE092T01019,10.0,,nan,BSE,SME,2026-01-03
INE093A01041,1.0,,nan,BSE,SME,2026-01-03
INE093I01010,10.0,,nan,BSE,SME,2026-01-03
INE093R01011,1.0,,nan,BSE,SME,2026-01-03
INE094A01015,10.0,,nan,BSE,SME,2026-01-03
INE094B01013,10.0,,nan,BSE,SME,2026-01-03
INE094C01011,10.0,,nan,BSE,SME,2026-01-03
INE094E01017,10.0,,nan,BSE,SME,2026-01-03
INE094I01018,10.0,,nan,BSE,SME,2026-01-03
INE094J01016,10.0,,nan,BSE,SME,2026-01-03
INE094R01019,10.0,,nan,BSE,SME,2026-01-03
INE094S01041,1.0,,nan,BSE,SME,2026-01-03
INE095A01012,10.0,,nan,BSE,SME,2026-01-03
INE095B01010,10.0,,nan,BSE,SME,2026-01-03
INE095C01018,10.0,,nan,BSE,SME,2026-01-03
INE095I01015,10.0,,nan,BSE,SME,2026-01-03
INE095N01031,1.0,,nan,BSE,SME,2026-01-03
INE096A01010,10.0,,nan,BSE,SME,2026-01-03
INE096B01018,10.0,,nan,BSE,SME,2026-01-03
INE096I01021,2.0,,nan,BSE,SME,2026-01-03
INE096L01025,5.0,,nan,BSE,SME,2026-01-03
INE097E01028,2.0,,nan,BSE,SME,2026-01-03
INE098E01026,1.0,,nan,BSE,SME,2026-01-03
INE098F01031,1.0,,nan,BSE,SME,2026-01-03
INE099D01026,1.0,,nan,BSE,SME,2026-01-03
INE099E01016,10.0,,nan,BSE,SME,2026-01-03
INE099F01013,10.0,,nan,BSE,SME,2026-01-03
INE099G01011,10.0,,nan,BSE,SME,2026-01-03
INE099S01016,10.0,,nan,BSE,SME,2026-01-03
INE099Z01011,10.0,,nan,BSE,SME,2026-01-03
INE09BN01011,10.0,,nan,BSE,SME,2026-01-03
INE09E501017,1.0,,nan,BSE,SME,2026-01-03
INE09EO01013,10.0,,nan,BSE,SME,2026-01-03
INE09KD01013,10.0,,nan,BSE,SME,2026-01-03
INE09N301011,1.0,,nan,BSE,SME,2026-01-03
INE09VQ01012,10.0,,nan,BSE,SME,2026-01-03
INE09XN01023,2.0,,nan,BSE,SME,2026-01-03
INE0A0S01028,1.0,,nan,BSE,SME,2026-01-03
INE0A1101019,10.0,,nan,BSE,SME,2026-01-03
INE0A6N01026,10.0,,nan,BSE,SME,2026-01-03
INE0A8401016,10.0,,nan,BSE,SME,2026-01-03
INE0ABU01016,10.0,,nan,BSE,SME,2026-01-03
INE0AE001013,10.0,,nan,BSE,SME,2026-01-03
