Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-07-02 00:00:00+05:30,113.0,115.0,113.0,115.0,8000,0.0,0.0,0.0
2025-07-03 00:00:00+05:30,115.0,115.0,111.25,112.1500015258789,7000,0.0,0.0,0.0
2025-07-04 00:00:00+05:30,113.5,113.5,113.0,113.0,3000,0.0,0.0,0.0
2025-07-07 00:00:00+05:30,116.0,118.6500015258789,114.5,114.75,9000,0.0,0.0,0.0
2025-07-08 00:00:00+05:30,111.8499984741211,115.0,111.8499984741211,115.0,4000,0.0,0.0,0.0
2025-07-09 00:00:00+05:30,114.94999694824219,115.0,112.1500015258789,112.1500015258789,4000,0.0,0.0,0.0
2025-07-10 00:00:00+05:30,112.0,113.0,110.05000305175781,113.0,9000,0.0,0.0,0.0
2025-07-11 00:00:00+05:30,115.8499984741211,115.8499984741211,113.0,113.0,5000,0.0,0.0,0.0
2025-07-14 00:00:00+05:30,113.0,113.0,113.0,113.0,0,0.0,0.0,0.0
2025-07-15 00:00:00+05:30,113.0,113.5,109.5,109.5,7000,0.0,0.0,0.0
2025-07-16 00:00:00+05:30,109.25,109.25,109.25,109.25,1000,0.0,0.0,0.0
2025-07-17 00:00:00+05:30,109.25,112.0,108.6500015258789,112.0,5000,0.0,0.0,0.0
2025-07-18 00:00:00+05:30,110.1500015258789,110.1500015258789,110.0,110.0,2000,0.0,0.0,0.0
2025-07-21 00:00:00+05:30,113.0,115.5,112.94999694824219,115.5,17000,0.0,0.0,0.0
2025-07-22 00:00:00+05:30,119.9000015258789,121.25,119.9000015258789,121.25,25000,0.0,0.0,0.0
2025-07-23 00:00:00+05:30,126.8499984741211,126.8499984741211,124.4000015258789,124.4000015258789,3000,0.0,0.0,0.0
2025-07-24 00:00:00+05:30,120.5,125.0,120.5,120.5999984741211,5000,0.0,0.0,0.0
2025-07-25 00:00:00+05:30,120.5999984741211,120.5999984741211,120.5999984741211,120.5999984741211,0,0.0,0.0,0.0
2025-07-28 00:00:00+05:30,123.94999694824219,124.0,117.5,117.5,8000,0.0,0.0,0.0
2025-07-29 00:00:00+05:30,117.5,117.5,116.0,116.0,2000,0.0,0.0,0.0
2025-07-30 00:00:00+05:30,116.0,116.0,115.0,115.0,4000,0.0,0.0,0.0
2025-07-31 00:00:00+05:30,115.0,115.0,115.0,115.0,0,0.0,0.0,0.0
2025-08-01 00:00:00+05:30,111.25,116.0,111.25,115.0,7000,0.0,0.0,0.0
2025-08-04 00:00:00+05:30,114.8499984741211,114.8499984741211,114.8499984741211,114.8499984741211,3000,0.0,0.0,0.0
2025-08-05 00:00:00+05:30,112.05000305175781,112.19999694824219,112.05000305175781,112.19999694824219,2000,0.0,0.0,0.0
2025-08-06 00:00:00+05:30,111.19999694824219,111.19999694824219,111.0,111.0,3000,0.0,0.0,0.0
2025-08-07 00:00:00+05:30,114.0,116.0,114.0,115.8499984741211,8000,0.0,0.0,0.0
2025-08-08 00:00:00+05:30,115.0,115.0,115.0,115.0,1000,0.0,0.0,0.0
2025-08-11 00:00:00+05:30,116.0,116.0,109.5,113.0999984741211,12000,0.0,0.0,0.0
2025-08-12 00:00:00+05:30,108.19999694824219,108.19999694824219,108.0999984741211,108.0999984741211,2000,0.0,0.0,0.0
2025-08-13 00:00:00+05:30,108.6500015258789,109.05000305175781,102.69999694824219,103.05000305175781,32000,0.0,0.0,0.0
2025-08-14 00:00:00+05:30,103.05000305175781,103.94999694824219,100.05000305175781,103.5999984741211,19000,0.0,0.0,0.0
2025-08-18 00:00:00+05:30,105.44999694824219,107.0,105.44999694824219,106.1500015258789,4000,0.0,0.0,0.0
2025-08-19 00:00:00+05:30,106.1500015258789,106.1500015258789,106.1500015258789,106.1500015258789,0,0.0,0.0,0.0
2025-08-20 00:00:00+05:30,105.0,105.0,100.8499984741211,102.9000015258789,19000,0.0,0.0,0.0
2025-08-21 00:00:00+05:30,103.19999694824219,103.19999694824219,103.0999984741211,103.0999984741211,2000,0.0,0.0,0.0
2025-08-22 00:00:00+05:30,103.5,103.5,103.0,103.0,2000,0.0,0.0,0.0
2025-08-25 00:00:00+05:30,102.0999984741211,102.0999984741211,100.75,101.25,7000,0.0,0.0,0.0
2025-08-26 00:00:00+05:30,101.0,102.5,100.0999984741211,102.5,4000,0.0,0.0,0.0
