Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-02 00:00:00+05:30,157.96375181914024,158.30069980866415,154.94124533715882,156.04124450683594,1174585,0.0,0.0
2025-07-03 00:00:00+05:30,155.72412601458777,157.94394845983228,155.0898931904184,155.3772735595703,1284339,0.0,0.0
2025-07-04 00:00:00+05:30,155.48628949415783,156.45747036002962,153.10792008504757,154.8124237060547,1247282,0.0,0.0
2025-07-07 00:00:00+05:30,154.99079560740103,155.28809556578443,152.3151262245583,152.92955017089844,881742,0.0,0.0
2025-07-08 00:00:00+05:30,153.1079202632799,155.01061881704382,151.32413564371876,152.8304443359375,770832,0.0,0.0
2025-07-09 00:00:00+05:30,152.83044592992468,153.9899021644063,152.01782704758654,153.23675537109375,659097,0.0,0.0
2025-07-10 00:00:00+05:30,153.50430111106377,154.1583579533807,151.86917412657456,152.26556396484375,650686,0.0,0.0
2025-07-11 00:00:00+05:30,152.2160245646877,153.0187238054231,149.88719271204553,150.61061096191406,637337,0.0,0.0
2025-07-14 00:00:00+05:30,150.63044580902425,151.11603624247275,148.9655902451504,150.0160369873047,744189,0.0,0.0
2025-07-15 00:00:00+05:30,150.63044073757058,157.48808793554042,150.63044073757058,154.95115661621094,5937126,0.0,0.0
2025-07-16 00:00:00+05:30,155.6349392035008,156.08088155511192,153.90070718622178,155.38719177246094,1199311,0.0,0.0
2025-07-17 00:00:00+05:30,156.27907333591992,156.27907333591992,154.2079084831507,154.78268432617188,697081,0.0,0.0
2025-07-18 00:00:00+05:30,155.47637330312298,155.47637330312298,151.62142397807503,152.70159912109375,800812,0.0,0.0
2025-07-21 00:00:00+05:30,152.7115256894329,155.78358482487164,151.26467400896183,154.2178192138672,1346347,0.0,0.0
2025-07-22 00:00:00+05:30,155.1890047198051,155.68449960700588,151.6313399375125,152.62232971191406,751682,0.0,0.0
2025-07-23 00:00:00+05:30,153.1079157695788,153.84125362534832,151.27457869080678,152.6520538330078,868080,0.0,0.0
2025-07-24 00:00:00+05:30,153.15747063792116,158.36016688490736,152.91962765153244,155.76376342773438,3751105,0.0,0.0
2025-07-25 00:00:00+05:30,155.38719946829272,157.56737394515994,150.4818031150155,151.58180236816406,1787384,0.0,0.0
2025-07-28 00:00:00+05:30,151.1259410788498,152.97908712408136,147.86559136403065,148.86648559570312,1114195,0.0,0.0
2025-07-29 00:00:00+05:30,148.4502644040823,152.50340876591392,146.8646747894214,151.10610961914062,1391677,0.0,0.0
2025-07-30 00:00:00+05:30,152.61242568747835,156.576384796244,152.11693079888263,153.87098693847656,3934333,0.0,0.0
2025-07-31 00:00:00+05:30,151.7205342227541,153.50430364572205,150.63043946755968,150.99710083007812,1217946,0.0,0.0
2025-08-01 00:00:00+05:30,151.0664841812839,153.05836819144133,145.7746023957523,146.6763916015625,1562929,0.0,0.0
2025-08-04 00:00:00+05:30,147.55836670292854,149.24306136328536,146.19081113990111,148.79710388183594,929353,0.0,0.0
2025-08-05 00:00:00+05:30,150.13495072461117,153.56378199519386,149.2331464013768,152.20611572265625,3074750,0.0,0.0
2025-08-06 00:00:00+05:30,153.3061155652347,154.15836737879383,148.1827002297738,148.86648559570312,1822731,0.0,0.0
2025-08-07 00:00:00+05:30,148.21242190847286,148.75746928537015,140.37368949871322,143.5944061279297,2118617,0.0,0.0
2025-08-08 00:00:00+05:30,144.68449645892514,146.86467077856616,142.80162207407668,145.39801025390625,1722361,0.0,0.0
