Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-07-14 00:00:00+05:30,234.7173309326172,234.7173309326172,234.7173309326172,234.7173309326172,0,0.0,0.0,0.0
2025-07-15 00:00:00+05:30,223.5403289794922,223.5403289794922,223.5403289794922,223.5403289794922,800,0.0,0.0,0.0
2025-07-16 00:00:00+05:30,212.36331557601287,223.5403289794922,212.36331557601287,223.5403289794922,3200,0.0,0.0,0.0
2025-07-17 00:00:00+05:30,224.53826904296875,224.53826904296875,224.53826904296875,224.53826904296875,1600,0.0,0.0,0.0
2025-07-18 00:00:00+05:30,213.31135464953138,230.5259552001953,213.31135464953138,230.5259552001953,2400,0.0,0.0,0.0
2025-07-21 00:00:00+05:30,218.99966430664062,218.99966430664062,218.99966430664062,218.99966430664062,2400,0.0,0.0,0.0
2025-07-22 00:00:00+05:30,214.5587967582371,229.9271882024877,208.07213546089505,229.52801513671875,14400,0.0,0.0,0.0
2025-07-23 00:00:00+05:30,229.52801513671875,229.52801513671875,229.52801513671875,229.52801513671875,0,0.0,0.0,0.0
2025-07-24 00:00:00+05:30,229.52801513671875,229.52801513671875,229.52801513671875,229.52801513671875,0,0.0,0.0,0.0
2025-07-25 00:00:00+05:30,218.05160522460938,218.05160522460938,218.05160522460938,218.05160522460938,800,0.0,0.0,0.0
2025-07-28 00:00:00+05:30,216.50479125976562,216.50479125976562,216.50479125976562,216.50479125976562,3200,0.0,0.0,0.0
2025-07-29 00:00:00+05:30,216.50479125976562,216.50479125976562,216.50479125976562,216.50479125976562,0,0.0,0.0,0.0
2025-07-30 00:00:00+05:30,207.67296457755663,225.33663940429688,205.67706877278425,225.33663940429688,4800,0.0,0.0,0.0
2025-07-31 00:00:00+05:30,224.4883659708508,224.4883659708508,224.38858032226562,224.38858032226562,1600,0.0,0.0,0.0
2025-08-01 00:00:00+05:30,213.56085205078125,213.56085205078125,213.56085205078125,213.56085205078125,800,0.0,0.0,0.0
2025-08-04 00:00:00+05:30,203.58136817487062,224.2388863118255,203.58136817487062,223.9394989013672,16000,0.0,0.0,0.0
2025-08-05 00:00:00+05:30,223.9394989013672,223.9394989013672,223.9394989013672,223.9394989013672,0,0.0,0.0,0.0
2025-08-06 00:00:00+05:30,223.44052124023438,223.44052124023438,212.31340861866042,223.44052124023438,4800,0.0,0.0,0.0
2025-08-07 00:00:00+05:30,213.56084896861773,223.2409404791766,213.56084896861773,223.1910400390625,2400,0.0,0.0,0.0
2025-08-08 00:00:00+05:30,223.1910400390625,223.1910400390625,223.1910400390625,223.1910400390625,0,0.0,0.0,0.0
2025-08-11 00:00:00+05:30,221.54442613696622,221.54442613696622,220.4466773939458,220.54647827148438,2400,0.0,0.0,0.0
2025-08-12 00:00:00+05:30,220.54647827148438,220.54647827148438,220.54647827148438,220.54647827148438,0,0.0,0.0,0.0
2025-08-13 00:00:00+05:30,220.54647827148438,220.54647827148438,220.54647827148438,220.54647827148438,0,0.0,0.0,0.0
2025-08-14 00:00:00+05:30,220.54647827148438,220.54647827148438,220.54647827148438,220.54647827148438,0,0.0,0.0,0.0
2025-08-18 00:00:00+05:30,220.5464731935077,231.52389946105785,209.51914648833719,231.4739990234375,8000,0.0,0.0,0.0
2025-08-19 00:00:00+05:30,231.42411104884272,242.50133878818238,231.42411104884272,237.66128540039062,4000,0.0,0.0,0.0
2025-08-20 00:00:00+05:30,249.48696899414062,249.48696899414062,249.48696899414062,249.48696899414062,2400,0.0,0.0,0.0
2025-08-21 00:00:00+05:30,249.48697032038257,260.9633709551201,249.48697032038257,260.5142822265625,5600,0.0,0.0,0.0
2025-08-22 00:00:00+05:30,273.48760443093477,273.48760443093477,259.46644889384453,263.95721435546875,8000,0.0,0.0,0.0
2025-08-25 00:00:00+05:30,254.476713924519,259.46645341323506,250.78430974836442,252.68040466308594,6400,0.0,0.0,0.0
2025-08-26 00:00:00+05:30,252.6803906671657,254.47669982910156,240.05635655094758,254.47669982910156,6400,0.0,0.0,0.0
2025-08-28 00:00:00+05:30,254.47669982910156,254.47669982910156,254.47669982910156,254.47669982910156,0,0.0,0.0,0.0
2025-08-29 00:00:00+05:30,254.47669982910156,254.47669982910156,254.47669982910156,254.47669982910156,0,0.0,0.0,0.0
2025-09-01 00:00:00+05:30,254.47669982910156,254.47669982910156,254.47669982910156,254.47669982910156,0,0.0,0.0,0.0
2025-09-02 00:00:00+05:30,263.15888069582246,263.208765910222,259.4664611816406,259.4664611816406,4000,0.0,0.0,0.0
2025-09-03 00:00:00+05:30,255.4746485943775,255.4746485943775,246.4931179797314,248.489013671875,2400,0.0,0.0,0.0
2025-09-04 00:00:00+05:30,239.5074752744549,258.41859852498055,238.5095274608113,258.3686828613281,4000,0.0,0.0,0.0
2025-09-05 00:00:00+05:30,245.44528198242188,245.44528198242188,245.44528198242188,245.44528198242188,1600,0.0,0.0,0.0
2025-09-08 00:00:00+05:30,257.670166015625,257.670166015625,257.670166015625,257.670166015625,800,0.0,0.0,0.0
2025-09-09 00:00:00+05:30,257.670166015625,257.670166015625,257.670166015625,257.670166015625,0,0.0,0.0,0.0
2025-09-10 00:00:00+05:30,245.49517822265625,245.49517822265625,245.49517822265625,245.49517822265625,800,0.0,0.0,0.0
