Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-02 00:00:00+05:30,249.4499969482422,291.57000732421875,248.99000549316406,291.57000732421875,256706,0.0,0.0
2025-07-03 00:00:00+05:30,307.0,333.3999938964844,305.04998779296875,326.989990234375,445340,0.0,0.0
2025-07-04 00:00:00+05:30,320.0,323.6400146484375,311.0,320.3800048828125,53133,0.0,0.0
2025-07-07 00:00:00+05:30,322.989990234375,322.989990234375,300.0,302.510009765625,17521,0.0,0.0
2025-07-08 00:00:00+05:30,295.5,296.04998779296875,287.3800048828125,293.94000244140625,4134,0.0,0.0
2025-07-09 00:00:00+05:30,299.55999755859375,299.55999755859375,287.0,289.19000244140625,1338,0.0,0.0
2025-07-10 00:00:00+05:30,287.75,287.75,275.0,279.4599914550781,4674,0.0,0.0
2025-07-11 00:00:00+05:30,281.0,284.0,270.45001220703125,281.82000732421875,2492,0.0,0.0
2025-07-14 00:00:00+05:30,285.0,285.0,275.0,280.9700012207031,2500,0.0,0.0
2025-07-15 00:00:00+05:30,280.9700012207031,282.95001220703125,275.1499938964844,281.0,2235,0.0,0.0
2025-07-16 00:00:00+05:30,281.0,284.0,275.0,277.5799865722656,4167,0.0,0.0
2025-07-17 00:00:00+05:30,279.0,283.0,275.32000732421875,276.989990234375,1675,0.0,0.0
2025-07-18 00:00:00+05:30,275.6099853515625,281.0,274.0,277.8299865722656,1600,0.0,0.0
2025-07-21 00:00:00+05:30,277.8299865722656,280.0,274.0,276.7699890136719,770,0.0,0.0
2025-07-22 00:00:00+05:30,277.0,278.0,270.0,273.0799865722656,2194,0.0,0.0
2025-07-23 00:00:00+05:30,270.0,277.0,261.3999938964844,270.6700134277344,2761,0.0,0.0
2025-07-24 00:00:00+05:30,270.0,274.7900085449219,264.0,268.2300109863281,697,0.0,0.0
2025-07-25 00:00:00+05:30,268.239990234375,269.989990234375,263.1000061035156,266.989990234375,325,0.0,0.0
2025-07-28 00:00:00+05:30,262.0,267.7900085449219,262.0,264.4200134277344,380,0.0,0.0
2025-07-29 00:00:00+05:30,263.0,268.92999267578125,261.25,263.04998779296875,823,0.0,0.0
2025-07-30 00:00:00+05:30,263.04998779296875,270.95001220703125,261.8999938964844,266.6000061035156,2380,0.0,0.0
2025-07-31 00:00:00+05:30,266.6000061035156,268.0,262.0,264.1400146484375,409,0.0,0.0
2025-08-01 00:00:00+05:30,262.0,266.95001220703125,261.25,261.45001220703125,868,0.0,0.0
2025-08-04 00:00:00+05:30,263.0,268.95001220703125,261.45001220703125,263.75,257,0.0,0.0
2025-08-05 00:00:00+05:30,267.0,267.0,261.5,264.95001220703125,1184,0.0,0.0
2025-08-06 00:00:00+05:30,264.95001220703125,265.0,260.0,260.79998779296875,643,0.0,0.0
2025-08-07 00:00:00+05:30,260.1000061035156,270.0,252.3000030517578,257.8500061035156,744,0.0,0.0
2025-08-08 00:00:00+05:30,257.8500061035156,264.29998779296875,250.14999389648438,264.29998779296875,149,0.0,0.0
2025-08-11 00:00:00+05:30,265.0,269.0,254.0,254.10000610351562,457,0.0,0.0
2025-08-12 00:00:00+05:30,261.95001220703125,261.95001220703125,250.0,250.35000610351562,878,0.0,0.0
2025-08-13 00:00:00+05:30,251.0,258.0,245.10000610351562,255.0,431,0.0,0.0
2025-08-14 00:00:00+05:30,259.95001220703125,259.95001220703125,242.3000030517578,246.60000610351562,1413,0.0,0.0
2025-08-18 00:00:00+05:30,253.0,256.0,244.0,256.0,827,0.0,0.0
2025-08-19 00:00:00+05:30,255.9499969482422,259.95001220703125,250.1999969482422,251.0,627,0.0,0.0
2025-08-20 00:00:00+05:30,254.0,258.79998779296875,254.0,257.3999938964844,280,0.0,0.0
2025-08-21 00:00:00+05:30,259.75,259.75,255.0,258.29998779296875,420,0.0,0.0
2025-08-22 00:00:00+05:30,258.0,258.0,249.4499969482422,250.0,709,0.0,0.0
2025-08-25 00:00:00+05:30,257.79998779296875,257.79998779296875,251.5500030517578,251.5500030517578,184,0.0,0.0
2025-08-26 00:00:00+05:30,250.3000030517578,257.79998779296875,250.3000030517578,257.79998779296875,133,0.0,0.0
2025-08-28 00:00:00+05:30,257.79998779296875,257.79998779296875,250.0,251.0,555,0.0,0.0
