Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-07-02 00:00:00+05:30,34.5,34.5,34.29999923706055,34.5,4500,0.0,0.0,0.0
2025-07-03 00:00:00+05:30,34.5,34.5,34.5,34.5,0,0.0,0.0,0.0
2025-07-04 00:00:00+05:30,35.099998474121094,35.099998474121094,35.099998474121094,35.099998474121094,1500,0.0,0.0,0.0
2025-07-07 00:00:00+05:30,34.400001525878906,34.400001525878906,34.400001525878906,34.400001525878906,7500,0.0,0.0,0.0
2025-07-08 00:00:00+05:30,34.400001525878906,34.400001525878906,34.400001525878906,34.400001525878906,0,0.0,0.0,0.0
2025-07-09 00:00:00+05:30,33.75,33.75,33.75,33.75,3000,0.0,0.0,0.0
2025-07-10 00:00:00+05:30,33.099998474121094,33.099998474121094,33.099998474121094,33.099998474121094,1500,0.0,0.0,0.0
2025-07-11 00:00:00+05:30,32.45000076293945,32.45000076293945,32.45000076293945,32.45000076293945,6000,0.0,0.0,0.0
2025-07-14 00:00:00+05:30,32.0,32.0,32.0,32.0,1500,0.0,0.0,0.0
2025-07-15 00:00:00+05:30,31.399999618530273,31.399999618530273,31.399999618530273,31.399999618530273,1500,0.0,0.0,0.0
2025-07-16 00:00:00+05:30,31.399999618530273,31.399999618530273,31.399999618530273,31.399999618530273,0,0.0,0.0,0.0
2025-07-17 00:00:00+05:30,30.799999237060547,30.799999237060547,30.799999237060547,30.799999237060547,1500,0.0,0.0,0.0
2025-07-18 00:00:00+05:30,31.399999618530273,31.399999618530273,30.799999237060547,31.399999618530273,3000,0.0,0.0,0.0
2025-07-21 00:00:00+05:30,31.399999618530273,31.399999618530273,31.399999618530273,31.399999618530273,0,0.0,0.0,0.0
2025-07-22 00:00:00+05:30,31.399999618530273,31.399999618530273,31.399999618530273,31.399999618530273,0,0.0,0.0,0.0
2025-07-23 00:00:00+05:30,31.399999618530273,31.399999618530273,30.5,30.5,3000,0.0,0.0,0.0
2025-07-24 00:00:00+05:30,30.5,30.5,30.5,30.5,1500,0.0,0.0,0.0
2025-07-25 00:00:00+05:30,29.75,29.75,29.75,29.75,1500,0.0,0.0,0.0
2025-07-28 00:00:00+05:30,29.75,29.75,29.75,29.75,0,0.0,0.0,0.0
2025-07-29 00:00:00+05:30,29.75,29.75,29.75,29.75,0,0.0,0.0,0.0
2025-07-30 00:00:00+05:30,29.75,29.75,29.75,29.75,0,0.0,0.0,0.0
2025-07-31 00:00:00+05:30,29.75,29.75,29.75,29.75,0,0.0,0.0,0.0
2025-08-01 00:00:00+05:30,29.75,29.75,29.75,29.75,0,0.0,0.0,0.0
2025-08-04 00:00:00+05:30,29.75,29.75,29.75,29.75,0,0.0,0.0,0.0
2025-08-05 00:00:00+05:30,29.0,29.0,28.299999237060547,28.299999237060547,3000,0.0,0.0,0.0
2025-08-06 00:00:00+05:30,28.299999237060547,28.299999237060547,28.299999237060547,28.299999237060547,0,0.0,0.0,0.0
2025-08-07 00:00:00+05:30,28.299999237060547,28.299999237060547,28.299999237060547,28.299999237060547,0,0.0,0.0,0.0
2025-08-08 00:00:00+05:30,28.299999237060547,28.299999237060547,28.299999237060547,28.299999237060547,0,0.0,0.0,0.0
2025-08-11 00:00:00+05:30,27.5,27.5,25.549999237060547,25.75,19500,0.0,0.0,0.0
2025-08-12 00:00:00+05:30,26.25,26.25,25.799999237060547,25.799999237060547,4500,0.0,0.0,0.0
2025-08-13 00:00:00+05:30,26.25,26.25,26.25,26.25,1500,0.0,0.0,0.0
2025-08-14 00:00:00+05:30,26.950000762939453,27.0,26.950000762939453,27.0,3000,0.0,0.0,0.0
2025-08-18 00:00:00+05:30,27.0,27.0,27.0,27.0,0,0.0,0.0,0.0
2025-08-19 00:00:00+05:30,27.0,27.0,27.0,27.0,0,0.0,0.0,0.0
2025-08-20 00:00:00+05:30,27.0,27.0,27.0,27.0,0,0.0,0.0,0.0
2025-08-21 00:00:00+05:30,27.0,27.0,27.0,27.0,0,0.0,0.0,0.0
2025-08-22 00:00:00+05:30,26.25,26.25,26.25,26.25,3000,0.0,0.0,0.0
2025-08-25 00:00:00+05:30,26.25,26.25,26.25,26.25,0,0.0,0.0,0.0
2025-08-26 00:00:00+05:30,26.25,26.25,26.25,26.25,0,0.0,0.0,0.0
2025-08-28 00:00:00+05:30,27.0,27.5,27.0,27.25,3000,0.0,0.0,0.0
2025-08-29 00:00:00+05:30,27.950000762939453,28.0,27.950000762939453,28.0,3000,0.0,0.0,0.0
2025-09-01 00:00:00+05:30,28.0,28.0,28.0,28.0,0,0.0,0.0,0.0
2025-09-02 00:00:00+05:30,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,3000,0.0,0.0,0.0
2025-09-03 00:00:00+05:30,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,0,0.0,0.0,0.0
2025-09-04 00:00:00+05:30,29.5,29.5,29.5,29.5,1500,0.0,0.0,0.0
2025-09-05 00:00:00+05:30,30.0,30.0,30.0,30.0,3000,0.0,0.0,0.0
2025-09-08 00:00:00+05:30,30.0,30.0,30.0,30.0,0,0.0,0.0,0.0
2025-09-09 00:00:00+05:30,30.0,30.0,30.0,30.0,0,0.0,0.0,0.0
2025-09-10 00:00:00+05:30,30.0,30.0,30.0,30.0,0,0.0,0.0,0.0
2025-09-11 00:00:00+05:30,30.0,30.0,30.0,30.0,0,0.0,0.0,0.0
2025-09-12 00:00:00+05:30,31.0,31.0,31.0,31.0,3000,0.0,0.0,0.0
2025-09-15 00:00:00+05:30,33.0,34.0,31.549999237060547,31.549999237060547,15000,0.0,0.0,0.0
2025-09-16 00:00:00+05:30,31.549999237060547,31.549999237060547,31.549999237060547,31.549999237060547,1500,0.0,0.0,0.0
2025-09-17 00:00:00+05:30,31.549999237060547,31.549999237060547,31.549999237060547,31.549999237060547,0,0.0,0.0,0.0
2025-09-18 00:00:00+05:30,33.0,33.0,33.0,33.0,1500,0.0,0.0,0.0
2025-09-19 00:00:00+05:30,36.0,36.0,33.0,33.5,7500,0.0,0.0,0.0
2025-09-22 00:00:00+05:30,33.5,33.5,33.5,33.5,0,0.0,0.0,0.0
