Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-02 00:00:00+05:30,417.0,430.0,413.20001220703125,416.79998779296875,836397,0.0,0.0
2025-07-03 00:00:00+05:30,417.5,423.20001220703125,410.8999938964844,420.25,531176,0.0,0.0
2025-07-04 00:00:00+05:30,424.8999938964844,424.8999938964844,416.0,420.5,331178,0.0,0.0
2025-07-07 00:00:00+05:30,420.0,421.0,410.20001220703125,412.0,265018,0.0,0.0
2025-07-08 00:00:00+05:30,412.0,423.54998779296875,410.3500061035156,415.54998779296875,334251,0.0,0.0
2025-07-09 00:00:00+05:30,416.8500061035156,428.25,415.5,421.04998779296875,596682,0.0,0.0
2025-07-10 00:00:00+05:30,422.0,423.6499938964844,415.0,419.54998779296875,277398,0.0,0.0
2025-07-11 00:00:00+05:30,423.0,424.45001220703125,410.0,413.45001220703125,317527,0.0,0.0
2025-07-14 00:00:00+05:30,414.79998779296875,414.79998779296875,406.0,410.8500061035156,203039,0.0,0.0
2025-07-15 00:00:00+05:30,411.54998779296875,418.5,411.54998779296875,416.3999938964844,213842,0.0,0.0
2025-07-16 00:00:00+05:30,417.3999938964844,424.54998779296875,415.3500061035156,420.3500061035156,188429,0.0,0.0
2025-07-17 00:00:00+05:30,422.29998779296875,431.95001220703125,415.0,423.29998779296875,586751,0.0,0.0
2025-07-18 00:00:00+05:30,424.3999938964844,426.45001220703125,412.8500061035156,414.70001220703125,301655,0.0,0.0
2025-07-21 00:00:00+05:30,414.20001220703125,414.20001220703125,404.0,404.95001220703125,312219,0.0,0.0
2025-07-22 00:00:00+05:30,404.95001220703125,414.95001220703125,403.0,412.6000061035156,320335,0.0,0.0
2025-07-23 00:00:00+05:30,414.75,418.20001220703125,408.79998779296875,410.3500061035156,248118,0.0,0.0
2025-07-24 00:00:00+05:30,411.04998779296875,413.04998779296875,404.3999938964844,406.1499938964844,182173,0.0,0.0
2025-07-25 00:00:00+05:30,406.0,406.5,380.3500061035156,383.04998779296875,950862,0.0,0.0
2025-07-28 00:00:00+05:30,378.79998779296875,379.54998779296875,365.04998779296875,369.1000061035156,562617,0.0,0.0
2025-07-29 00:00:00+05:30,362.04998779296875,398.70001220703125,362.04998779296875,394.29998779296875,657028,0.0,0.0
2025-07-30 00:00:00+05:30,396.04998779296875,397.6499938964844,386.0,387.8999938964844,243185,0.0,0.0
2025-07-31 00:00:00+05:30,385.0,385.3999938964844,378.25,379.1499938964844,234334,0.0,0.0
2025-08-01 00:00:00+05:30,378.6000061035156,384.29998779296875,375.0,376.04998779296875,251344,0.0,0.0
2025-08-04 00:00:00+05:30,377.8500061035156,377.8999938964844,370.04998779296875,374.6000061035156,200718,0.0,0.0
2025-08-05 00:00:00+05:30,376.0,382.0,369.20001220703125,375.3500061035156,182215,0.0,0.0
2025-08-06 00:00:00+05:30,377.0,377.0,359.1000061035156,362.8500061035156,341871,0.0,0.0
2025-08-07 00:00:00+05:30,360.1000061035156,387.5,356.6000061035156,384.29998779296875,771936,0.0,0.0
2025-08-08 00:00:00+05:30,389.3999938964844,390.95001220703125,375.1499938964844,378.79998779296875,238623,0.0,0.0
2025-08-11 00:00:00+05:30,380.0,380.0,366.45001220703125,375.70001220703125,377905,0.0,0.0
2025-08-12 00:00:00+05:30,376.5,380.5,371.29998779296875,372.25,187320,0.0,0.0
2025-08-13 00:00:00+05:30,374.70001220703125,385.0,370.6000061035156,374.8999938964844,398226,0.0,0.0
